date,opponent,name,pos,yr,goals,assists,points,season
1939-02-24,Dartmouth,Ed Richardson,F,JR,1,1,2,1938-39
1939-03-03,Brown,Paul Brown,F,SO,1,2,3,1938-39
1939-03-03,Brown,Ed Richardson,F,JR,2,2,4,1938-39
1939-03-03,Brown,John Chambers,F,,0,2,2,1938-39
1939-03-03,Brown,John Elliot,F,,0,1,1,1938-39
1939-03-03,Brown,Joe Conaty,F,,3,1,4,1938-39
1939-03-03,Brown,Ray Wilkens,F,,0,2,2,1938-39
1939-03-03,Brown,Richard Dow,F,,2,2,4,1938-39
1939-03-03,Brown,Veto Neviackas,F,,1,1,2,1938-39
1939-03-03,Brown,— Nickles,F,,1,0,1,1938-39
1939-12-02,MIT,John Chambers,F,,1,1,2,1939-40
1939-12-02,MIT,Bob Lind,F,,0,1,1,1939-40
1939-12-02,MIT,Ed Richardson,F,SR,0,2,2,1939-40
1939-12-02,MIT,Joe Conaty,F,,2,1,3,1939-40
1939-12-02,MIT,John Elliot,F,,1,0,1,1939-40
1939-12-02,MIT,Paul Brown,F,JR,1,1,2,1939-40
1939-12-09,Princeton,Paul Brown,F,JR,0,1,1,1939-40
1939-12-09,Princeton,Joe Conaty,F,,1,1,2,1939-40
1939-12-09,Princeton,Ed Richardson,F,SR,1,1,2,1939-40
1939-12-13,Yale,Paul Brown,F,JR,0,1,1,1939-40
1939-12-13,Yale,John Chambers,F,,0,1,1,1939-40
1939-12-13,Yale,Joe Conaty,F,,0,1,1,1939-40
1939-12-13,Yale,Ed Richardson,F,SR,1,0,1,1939-40
1939-12-13,Yale,Bob Lind,F,,1,0,1,1939-40
1939-12-13,Yale,Bob Lange,F,,2,1,3,1939-40
1939-12-19,Harvard,John Elliot,F,,1,0,1,1939-40
1939-12-19,Harvard,Bob Lind,F,,0,1,1,1939-40
1940-01-09,New Hampshire,John Chambers,F,,2,0,2,1939-40
1940-01-09,New Hampshire,Ed Richardson,F,SR,1,3,4,1939-40
1940-01-09,New Hampshire,Joe Conaty,F,,3,1,4,1939-40
1940-01-09,New Hampshire,Ed Farrell,F,,1,0,1,1939-40
1940-01-09,New Hampshire,John Elliot,F,,1,2,3,1939-40
1940-01-09,New Hampshire,Paul Brown,F,JR,0,3,3,1939-40
1940-01-09,New Hampshire,Bob Lind,F,,1,0,1,1939-40
1940-01-16,Boston College,Paul Brown,F,JR,0,1,1,1939-40
1940-01-16,Boston College,John Elliot,F,,0,1,1,1939-40
1940-01-16,Boston College,Joe Conaty,F,,0,1,1,1939-40
1940-01-16,Boston College,Ed Richardson,F,SR,3,0,3,1939-40
1940-02-03,Army,Robert Hall,F,,1,0,1,1939-40
1940-02-03,Army,Paul Brown,F,JR,0,1,1,1939-40
1940-02-03,Army,John Chambers,F,,1,1,2,1939-40
1940-02-06,MIT,Joe Conaty,F,,2,0,2,1939-40
1940-02-06,MIT,Bob Lange,F,,1,2,3,1939-40
1940-02-06,MIT,Ed Richardson,F,SR,1,2,3,1939-40
1940-02-06,MIT,Paul Brown,F,JR,2,0,2,1939-40
1940-02-06,MIT,John Chambers,F,,0,4,4,1939-40
1940-02-06,MIT,Robert Hall,F,,2,1,3,1939-40
1940-02-07,Dartmouth,Ray Wilkens,F,,1,0,1,1939-40
1940-02-07,Dartmouth,John Chambers,F,,1,0,1,1939-40
1940-02-07,Dartmouth,Joe Conaty,F,,0,2,2,1939-40
1940-02-07,Dartmouth,Ed Richardson,F,SR,0,1,1,1939-40
1940-02-07,Dartmouth,Bob Lange,F,,1,1,2,1939-40
1940-02-12,Jr. Olympics,Robert Hall,F,,1,1,2,1939-40
1940-02-12,Jr. Olympics,Ray Wilkens,F,,0,1,1,1939-40
1940-02-12,Jr. Olympics,Paul Brown,F,JR,1,1,2,1939-40
1940-02-12,Jr. Olympics,John Chambers,F,,0,1,1,1939-40
1940-02-12,Jr. Olympics,Joe Conaty,F,,0,1,1,1939-40
1940-02-12,Jr. Olympics,Howard Blasenak,F,,2,0,2,1939-40
1940-02-12,Jr. Olympics,Ed Richardson,F,SR,1,0,1,1939-40
1940-02-12,Jr. Olympics,Bud Hines,F,,0,1,1,1939-40
1940-02-24,Boston College,Robert Hall,F,,2,1,3,1939-40
1940-02-24,Boston College,Ray Wilkens,F,,0,1,1,1939-40
1940-02-24,Boston College,Paul Brown,F,JR,1,1,2,1939-40
1940-02-24,Boston College,Joe Conaty,F,,0,1,1,1939-40
1940-02-24,Boston College,Ed Richardson,F,SR,1,0,1,1939-40
1940-02-24,Boston College,Bob Lange,F,,0,1,1,1939-40
1940-02-27,New Hampshire,Robert Hall,F,,2,1,3,1939-40
1940-02-27,New Hampshire,Paul Brown,F,JR,1,2,3,1939-40
1940-02-27,New Hampshire,John Elliot,F,,1,0,1,1939-40
1940-02-27,New Hampshire,John Chambers,F,,0,3,3,1939-40
1940-02-27,New Hampshire,Joe Conaty,F,,0,1,1,1939-40
1940-02-27,New Hampshire,Ed Richardson,F,SR,1,0,1,1939-40
1940-02-27,New Hampshire,Bob Lange,F,,0,1,1,1939-40
1940-12-07,MIT,John Chambers,F,,0,2,2,1940-41
1940-12-07,MIT,Bud Hines,F,,1,2,3,1940-41
1940-12-07,MIT,James Davidson,F,,0,1,1,1940-41
1940-12-07,MIT,Paul Brown,F,SR,4,1,5,1940-41
1940-12-07,MIT,Will Brown,F,,1,0,1,1940-41
1940-12-14,Princeton,Paul Brown,F,SR,0,1,1,1940-41
1940-12-14,Princeton,Bud Hines,F,,1,0,1,1940-41
1940-12-17,Harvard,Paul Brown,F,SR,3,1,4,1940-41
1940-12-17,Harvard,John Chambers,F,,2,2,4,1940-41
1940-12-17,Harvard,Bud Hines,F,,1,4,5,1940-41
1940-12-17,Harvard,Bill Shoemaker,F,,1,0,1,1940-41
1941-01-07,Middlebury,John Chambers,F,,3,5,8,1940-41
1941-01-07,Middlebury,Howard Blasenak,F,,1,0,1,1940-41
1941-01-07,Middlebury,Paul Brown,F,SR,2,4,6,1940-41
1941-01-07,Middlebury,Bud Hines,F,,4,3,7,1940-41
1941-01-08,New Hampshire,Paul Brown,F,SR,3,2,5,1940-41
1941-01-08,New Hampshire,John Chambers,F,,4,4,8,1940-41
1941-01-08,New Hampshire,Bud Hines,F,,1,2,3,1940-41
1941-01-14,Boston College,Paul Brown,F,SR,0,2,2,1940-41
1941-01-14,Boston College,John Chambers,F,,2,0,2,1940-41
1941-01-14,Boston College,Bud Hines,F,,1,2,3,1940-41
1941-02-05,Dartmouth,Bud Hines,F,,0,1,1,1940-41
1941-02-05,Dartmouth,Howard Blasenak,F,,1,0,1,1940-41
1941-02-05,Dartmouth,John Chambers,F,,0,1,1,1940-41
1941-02-05,Dartmouth,Paul Brown,F,SR,2,0,2,1940-41
1941-02-11,Boston College,Paul Brown,F,SR,0,2,2,1940-41
1941-02-11,Boston College,John Chambers,F,,1,1,2,1940-41
1941-02-11,Boston College,Bud Hines,F,,2,0,2,1940-41
1941-02-15,Army,Paul Brown,F,SR,1,1,2,1940-41
1941-02-15,Army,John Chambers,F,,1,1,2,1940-41
1941-02-18,Colby,John Chambers,F,,2,0,2,1940-41
1941-02-18,Colby,Bill Shoemaker,F,,0,1,1,1940-41
1941-02-19,Bowdoin,John Chambers,F,,2,3,5,1940-41
1941-02-19,Bowdoin,Paul Brown,F,SR,2,3,5,1940-41
1941-02-19,Bowdoin,Bud Hines,F,,3,0,3,1940-41
1941-02-19,Bowdoin,Bill Shoemaker,F,,0,1,1,1940-41
1941-02-25,MIT,Paul Brown,F,SR,1,2,3,1940-41
1941-02-25,MIT,John Chambers,F,,6,1,7,1940-41
1941-02-25,MIT,Bud Hines,F,,0,2,2,1940-41
1941-02-25,MIT,Bill Shoemaker,F,,1,0,1,1940-41
1941-02-25,MIT,James Davidson,F,,1,0,1,1940-41
1941-02-25,MIT,Will Brown,F,,0,1,1,1940-41
1941-02-25,MIT,Burt MacArthur,F,,0,1,1,1940-41
1941-03-01,New Hampshire,John Chambers,F,,5,1,6,1940-41
1941-03-01,New Hampshire,James Davidson,F,,0,1,1,1940-41
1941-03-01,New Hampshire,Bud Hines,F,,0,2,2,1940-41
1941-03-01,New Hampshire,Paul Brown,F,SR,1,1,2,1940-41
1941-03-01,New Hampshire,Bill Shoemaker,F,,0,1,1,1940-41
1941-12-05,MIT,Pete O'Sullivan,F,,1,0,1,1941-42
1941-12-05,MIT,Francis Anderson,F,,1,0,1,1941-42
1941-12-05,MIT,Denny Fernald,F,,1,0,1,1941-42
1941-12-05,MIT,Burt MacArthur,F,,0,1,1,1941-42
1941-12-05,MIT,Bill Shoemaker,F,,1,0,1,1941-42
1941-12-17,Harvard,Will Brown,F,,0,1,1,1941-42
1941-12-17,Harvard,Francis Anderson,F,,1,0,1,1941-42
1942-01-06,New Hampshire,Francis Anderson,F,,2,0,2,1941-42
1942-01-06,New Hampshire,Burt MacArthur,F,,0,1,1,1941-42
1942-01-06,New Hampshire,Bill Shoemaker,F,,0,3,3,1941-42
1942-01-06,New Hampshire,Howard Blasenak,F,,1,1,2,1941-42
1942-01-06,New Hampshire,James Davidson,F,,1,0,1,1941-42
1942-01-06,New Hampshire,Bill Breeyear,F,,1,0,1,1941-42
1942-01-07,Dartmouth,Leo Gulley,F,,0,1,1,1941-42
1942-01-07,Dartmouth,James Davidson,F,,1,0,1,1941-42
1942-01-07,Dartmouth,Denny Fernald,F,,1,1,2,1941-42
1942-01-07,Dartmouth,Burt MacArthur,F,,1,0,1,1941-42
1942-01-13,Boston College,Howard Blasenak,F,,1,0,1,1941-42
1942-01-13,Boston College,George Neilson,F,,0,1,1,1941-42
1942-01-13,Boston College,Leo Gulley,F,,1,0,1,1941-42
1942-01-17,Bowdoin,Denny Fernald,F,,2,2,4,1941-42
1942-01-17,Bowdoin,Robert Crowley,F,,0,3,3,1941-42
1942-01-17,Bowdoin,Leo Gulley,F,,1,0,1,1941-42
1942-01-17,Bowdoin,James Davidson,F,,4,1,5,1941-42
1942-01-17,Bowdoin,Howard Blasenak,F,,0,2,2,1941-42
1942-01-17,Bowdoin,Francis Anderson,F,,2,0,2,1941-42
1942-01-17,Bowdoin,Bill Breeyear,F,,1,0,1,1941-42
1942-02-03,Dartmouth,Robert Crowley,F,,1,0,1,1941-42
1942-02-03,Dartmouth,Leo Gulley,F,,1,0,1,1941-42
1942-02-03,Dartmouth,Francis Anderson,F,,0,1,1,1941-42
1942-02-03,Dartmouth,Bill Shoemaker,F,,1,0,1,1941-42
1942-02-03,Dartmouth,Bill Breeyear,F,,0,1,1,1941-42
1942-02-03,Dartmouth,Howard Blasenak,F,,0,1,1,1941-42
1942-02-07,Colby,Robert Crowley,F,,0,1,1,1941-42
1942-02-07,Colby,James Davidson,F,,0,1,1,1941-42
1942-02-07,Colby,Denny Fernald,F,,1,0,1,1941-42
1942-02-07,Colby,Bill Breeyear,F,,1,0,1,1941-42
1942-02-10,Boston College,Robert Crowley,F,,1,0,1,1941-42
1942-02-10,Boston College,Burt MacArthur,F,,1,0,1,1941-42
1942-02-13,New Hampshire,Owen Carle,F,,0,1,1,1941-42
1942-02-13,New Hampshire,Leo Gulley,F,,1,0,1,1941-42
1942-02-13,New Hampshire,James Davidson,F,,2,0,2,1941-42
1942-02-13,New Hampshire,Francis Anderson,F,,1,2,3,1941-42
1942-02-17,Harvard,Bill Breeyear,F,,0,1,1,1941-42
1942-02-17,Harvard,Burt MacArthur,F,,1,0,1,1941-42
1942-02-17,Harvard,Francis Anderson,F,,1,0,1,1941-42
1942-02-24,MIT,Robert Crowley,F,,1,0,1,1941-42
1942-02-24,MIT,Francis Anderson,F,,0,1,1,1941-42
1942-02-24,MIT,Burt MacArthur,F,,1,0,1,1941-42
1942-12-05,MIT,Francis Anderson,F,,1,2,3,1942-43
1942-12-05,MIT,Burt MacArthur,F,,4,1,5,1942-43
1942-12-05,MIT,Ed Balmforth,F,,1,0,1,1942-43
1942-12-05,MIT,Ed Figueria,D,,2,1,3,1942-43
1942-12-05,MIT,Bill Breeyear,F,,0,1,1,1942-43
1942-12-05,MIT,George Neilson,F,,1,1,2,1942-43
1942-12-05,MIT,George Richey,F,,0,1,1,1942-43
1942-12-05,MIT,Owen Carle,F,,2,1,3,1942-43
1942-12-05,MIT,Walt Stone,F,,2,3,5,1942-43
1942-12-05,MIT,Alexander Lirakis,F,,1,1,2,1942-43
1942-12-12,Yale,Francis Anderson,F,,0,1,1,1942-43
1942-12-12,Yale,Burt MacArthur,F,,0,1,1,1942-43
1942-12-12,Yale,Walt Stone,F,,1,0,1,1942-43
1942-12-15,Harvard,Walt Stone,F,,1,0,1,1942-43
1942-12-15,Harvard,Francis Anderson,F,,1,0,1,1942-43
1942-12-15,Harvard,Burt MacArthur,F,,0,2,2,1942-43
1942-12-17,Princeton,Francis Anderson,F,,1,0,1,1942-43
1943-01-05,MIT,Francis Anderson,F,,0,2,2,1942-43
1943-01-05,MIT,Burt MacArthur,F,,1,0,1,1942-43
1943-01-05,MIT,Alexander Lirakis,F,,1,0,1,1942-43
1943-02-02,Tufts,Francis Anderson,F,,2,0,2,1942-43
1943-02-02,Tufts,Walt Stone,F,,1,0,1,1942-43
1943-02-02,Tufts,Jim Nesbitt,F,,1,0,1,1942-43
1943-02-02,Tufts,Ed Balmforth,F,,0,2,2,1942-43
1943-02-02,Tufts,Burt MacArthur,F,,2,0,2,1942-43
1943-02-02,Tufts,Bill Breeyear,F,,0,1,1,1942-43
1943-02-02,Tufts,Charlie Black,F,,1,0,1,1942-43
1943-02-04,Boston College,Jim Moran,F,,1,0,1,1942-43
1943-02-04,Boston College,Francis Anderson,F,,0,1,1,1942-43
1943-02-04,Boston College,Ed Balmforth,F,,1,0,1,1942-43
1943-02-04,Boston College,Alexander Lirakis,F,,1,0,1,1942-43
1943-02-09,Northeastern,Walt Stone,F,,0,1,1,1942-43
1943-02-09,Northeastern,Thomas Whalen,F,,1,0,1,1942-43
1943-02-09,Northeastern,Charlie Black,F,,0,1,1,1942-43
1943-02-16,Dartmouth,Burt MacArthur,F,,1,0,1,1942-43
1943-02-16,Dartmouth,Francis Anderson,F,,1,0,1,1942-43
1943-02-16,Dartmouth,Walt Stone,F,,0,1,1,1942-43
1943-02-26,Northeastern,Ed Balmforth,F,,1,0,1,1942-43
1943-02-26,Northeastern,David Barr,F,,0,1,1,1942-43
1943-02-26,Northeastern,Charlie Black,F,,0,1,1,1942-43
1943-02-26,Northeastern,Burt MacArthur,F,,1,1,2,1942-43
1943-02-27,Norwich,Walt Stone,F,,0,2,2,1942-43
1943-02-27,Norwich,Thomas Whalen,F,,1,1,2,1942-43
1943-02-27,Norwich,Charlie Black,F,,1,0,1,1942-43
1943-02-27,Norwich,Burt MacArthur,F,,1,1,2,1942-43
1943-02-27,Norwich,Bill Breeyear,F,,1,1,2,1942-43
1946-02-28,Harvard,Bob Gray,F,,1,0,1,1945-46
1946-02-28,Harvard,Will Brown,F,,0,1,1,1945-46
1946-02-28,Harvard,Ed Figueria,D,,1,0,1,1945-46
1946-02-28,Harvard,Dick McGinley,F,,0,1,1,1945-46
1946-02-28,Harvard,Denny Fernald,F,,1,1,2,1945-46
1946-02-28,Harvard,Benjamin Forbes,F,SO,1,1,2,1945-46
1946-03-02,Bowdoin,Denny Fernald,F,,1,0,1,1945-46
1946-03-02,Bowdoin,Will Brown,F,,0,1,1,1945-46
1946-03-02,Bowdoin,Edward Gould,F,,0,1,1,1945-46
1946-03-02,Bowdoin,Ed O'Riordan,F,,0,1,1,1945-46
1946-03-02,Bowdoin,Ed Figueria,D,,2,1,3,1945-46
1946-03-02,Bowdoin,Don Cleary,F,,1,1,2,1945-46
1946-03-02,Bowdoin,Dick McGinley,F,,3,1,4,1945-46
1946-03-02,Bowdoin,Bob Gray,F,,1,2,3,1945-46
1946-03-02,Bowdoin,Bill Kirrane,F,,2,1,3,1945-46
1946-03-02,Bowdoin,Benjamin Forbes,F,SO,1,2,3,1945-46
1946-03-07,Harvard,Bob Gray,F,,1,0,1,1945-46
1946-03-07,Harvard,Dick McGinley,F,,2,0,2,1945-46
1946-03-07,Harvard,Don Cleary,F,,0,2,2,1945-46
1946-03-07,Harvard,Unknown,,,2,0,2,1945-46
1946-12-10,Boston College,Jack Clopeck,F,,1,0,1,1946-47
1946-12-10,Boston College,Dana Hixon,F,FR,1,0,1,1946-47
1946-12-10,Boston College,Daniel Crowley,F,,2,1,3,1946-47
1946-12-10,Boston College,Don Cleary,F,,1,0,1,1946-47
1946-12-10,Boston College,Bill Kirrane,F,,2,1,3,1946-47
1946-12-10,Boston College,Robert Maker,F,,0,1,1,1946-47
1946-12-10,Boston College,Walt Stone,F,,1,0,1,1946-47
1946-12-10,Boston College,William Jurgelevich,D,,0,1,1,1946-47
1946-12-10,Boston College,Benjamin Forbes,F,JR,1,3,4,1946-47
1946-12-11,Northeastern,Walt Stone,F,,0,1,1,1946-47
1946-12-11,Northeastern,Robert Maker,F,,2,1,3,1946-47
1946-12-11,Northeastern,James Reynolds,F,,2,0,2,1946-47
1946-12-11,Northeastern,Jack Clopeck,F,,0,1,1,1946-47
1946-12-11,Northeastern,Ed Figueria,D,,0,1,1,1946-47
1946-12-11,Northeastern,Daniel Crowley,F,,1,1,2,1946-47
1946-12-11,Northeastern,Dana Hixon,F,FR,2,1,3,1946-47
1946-12-11,Northeastern,Bill Kirrane,F,,1,0,1,1946-47
1946-12-11,Northeastern,Benjamin Forbes,F,JR,1,1,2,1946-47
1946-12-16,Jr. Olympics,Benjamin Forbes,F,JR,2,1,3,1946-47
1946-12-16,Jr. Olympics,Daniel Crowley,F,,1,1,2,1946-47
1946-12-16,Jr. Olympics,Bill Kirrane,F,,1,1,2,1946-47
1946-12-16,Jr. Olympics,Francis Anderson,F,,0,2,2,1946-47
1946-12-16,Jr. Olympics,Robert Maker,F,,2,0,2,1946-47
1946-12-18,Harvard,James Reynolds,F,,0,1,1,1946-47
1946-12-18,Harvard,Jack Clopeck,F,,3,0,3,1946-47
1946-12-18,Harvard,Ed Figueria,D,,0,1,1,1946-47
1946-12-18,Harvard,Daniel Crowley,F,,0,1,1,1946-47
1946-12-18,Harvard,Bill Kirrane,F,,1,0,1,1946-47
1946-12-18,Harvard,Benjamin Forbes,F,JR,0,1,1,1946-47
1946-12-23,MIT,Robert Maker,F,,3,2,5,1946-47
1946-12-23,MIT,Irving Haynes,F,,1,1,2,1946-47
1946-12-23,MIT,Daniel Crowley,F,,0,1,1,1946-47
1946-12-23,MIT,Dana Hixon,F,FR,1,0,1,1946-47
1946-12-23,MIT,Bill Kirrane,F,,1,1,2,1946-47
1946-12-23,MIT,Benjamin Forbes,F,JR,1,3,4,1946-47
1947-01-21,Holy Cross,Benjamin Forbes,F,JR,1,1,2,1946-47
1947-01-21,Holy Cross,Bill Kirrane,F,,0,2,2,1946-47
1947-01-21,Holy Cross,Daniel Crowley,F,,2,1,3,1946-47
1947-01-21,Holy Cross,Dana Hixon,F,FR,1,0,1,1946-47
1947-01-21,Holy Cross,Irving Haynes,F,,0,1,1,1946-47
1947-01-21,Holy Cross,Francis Anderson,F,,0,1,1,1946-47
1947-01-21,Holy Cross,James Reynolds,F,,2,0,2,1946-47
1947-01-22,Tufts,Don Cleary,F,,2,0,2,1946-47
