RK,TEAM,DATE,SEASON
5,Michigan,1976-12-13,1977
6,Denver,1976-12-13,1977
7,St. Louis,1976-12-13,1977
8,Cornell,1976-12-13,1977
9,Bowling Green State,1976-12-13,1977
9,Notre Dame,1976-12-13,1977
1,Wisconsin,1976-12-20,1977
2,Clarkson,1976-12-20,1977
3,North Dakota,1976-12-20,1977
4,New Hampshire,1976-12-20,1977
5,Denver,1976-12-20,1977
6,Michigan,1976-12-20,1977
7,Vermont,1976-12-20,1977
8,Cornell,1976-12-20,1977
8,St. Louis,1976-12-20,1977
10,Brown,1976-12-20,1977
1,Wisconsin,1977-01-03,1977
2,Clarkson,1977-01-03,1977
3,North Dakota,1977-01-03,1977
4,New Hampshire,1977-01-03,1977
5,Michigan,1977-01-03,1977
6,Denver,1977-01-03,1977
7,St. Louis,1977-01-03,1977
7,Boston College,1977-01-03,1977
9,Notre Dame,1977-01-03,1977
10,Providence,1977-01-03,1977
1,Wisconsin,1977-01-10,1977
2,New Hampshire,1977-01-10,1977
3,Clarkson,1977-01-10,1977
4,North Dakota,1977-01-10,1977
5,Michigan,1977-01-10,1977
6,Boston University,1977-01-10,1977
7,Harvard,1977-01-10,1977
8,Denver,1977-01-10,1977
9,Notre Dame,1977-01-10,1977
10,Vermont,1977-01-10,1977
10,Cornell,1977-01-10,1977
1,Wisconsin,1977-01-17,1977
2,Clarkson,1977-01-17,1977
3,New Hampshire,1977-01-17,1977
4,Michigan,1977-01-17,1977
5,North Dakota,1977-01-17,1977
5,Notre Dame,1977-01-17,1977
7,Boston College,1977-01-17,1977
8,Bowling Green State,1977-01-17,1977
9,Boston University,1977-01-17,1977
10,Denver,1977-01-17,1977
1,Wisconsin,1977-01-24,1977
2,New Hampshire,1977-01-24,1977
3,Notre Dame,1977-01-24,1977
4,Clarkson,1977-01-24,1977
5,Boston College,1977-01-24,1977
6,Michigan,1977-01-24,1977
7,St. Louis,1977-01-24,1977
8,Boston University,1977-01-24,1977
9,Cornell,1977-01-24,1977
10,North Dakota,1977-01-24,1977
1,Wisconsin,1977-01-31,1977
2,Clarkson,1977-01-31,1977
3,Notre Dame,1977-01-31,1977
4,North Dakota,1977-01-31,1977
5,New Hampshire,1977-01-31,1977
6,Boston College,1977-01-31,1977
7,Michigan,1977-01-31,1977
8,Cornell,1977-01-31,1977
9,Michigan Tech,1977-01-31,1977
10,Denver,1977-01-31,1977
1,Wisconsin,1977-02-07,1977
2,Clarkson,1977-02-07,1977
3,New Hampshire,1977-02-07,1977
4,Notre Dame,1977-02-07,1977
5,Denver,1977-02-07,1977
6,Boston College,1977-02-07,1977
7,Cornell,1977-02-07,1977
8,North Dakota,1977-02-07,1977
9,Michigan Tech,1977-02-07,1977
10,St. Louis,1977-02-07,1977
1,Wisconsin,1977-02-14,1977
2,Clarkson,1977-02-14,1977
3,Notre Dame,1977-02-14,1977
4,New Hampshire,1977-02-14,1977
5,Cornell,1977-02-14,1977
6,Boston University,1977-02-14,1977
7,Michigan,1977-02-14,1977
8,St. Louis,1977-02-14,1977
9,Denver,1977-02-14,1977
10,Boston College,1977-02-14,1977
1,Wisconsin,1977-02-21,1977
2,New Hampshire,1977-02-21,1977
3,Notre Dame,1977-02-21,1977
4,Clarkson,1977-02-21,1977
5,Boston University,1977-02-21,1977
6,Denver,1977-02-21,1977
6,Michigan,1977-02-21,1977
8,St. Louis,1977-02-21,1977
8,Cornell,1977-02-21,1977
10,Boston College,1977-02-21,1977
1,Wisconsin,1977-02-28,1977
2,New Hampshire,1977-02-28,1977
3,Notre Dame,1977-02-28,1977
4,Clarkson,1977-02-28,1977
5,Boston University,1977-02-28,1977
6,Michigan,1977-02-28,1977
7,Denver,1977-02-28,1977
8,St. Louis,1977-02-28,1977
9,Cornell,1977-02-28,1977
10,North Dakota,1977-02-28,1977
1,Wisconsin,1977-03-07,1977
2,Clarkson,1977-03-07,1977
3,Notre Dame,1977-03-07,1977
4,Michigan,1977-03-07,1977
5,New Hampshire,1977-03-07,1977
6,Boston University,1977-03-07,1977
7,St. Louis,1977-03-07,1977
8,Denver,1977-03-07,1977
9,Cornell,1977-03-07,1977
10,Bowling Green State,1977-03-07,1977
1,Michigan,1977-10-31,1978
2,Wisconsin,1977-10-31,1978
3,Boston University,1977-10-31,1978
4,Colorado College,1977-10-31,1978
5,Minnesota,1977-10-31,1978
5,Denver,1977-10-31,1978
7,Michigan Tech,1977-10-31,1978
8,St. Louis,1977-10-31,1978
9,Bowling Green State,1977-10-31,1978
10,Clarkson,1977-10-31,1978
1,Michigan,1977-11-07,1978
2,Denver,1977-11-07,1978
3,Boston University,1977-11-07,1978
4,Wisconsin,1977-11-07,1978
5,Minnesota,1977-11-07,1978
6,Colorado College,1977-11-07,1978
7,Clarkson,1977-11-07,1978
8,St. Louis,1977-11-07,1978
9,Michigan Tech,1977-11-07,1978
10,Bowling Green State,1977-11-07,1978
1,Denver,1977-11-14,1978
2,Wisconsin,1977-11-14,1978
3,Minnesota,1977-11-14,1978
4,Boston University,1977-11-14,1978
5,Michigan,1977-11-14,1978
6,St. Louis,1977-11-14,1978
7,Michigan Tech,1977-11-14,1978
8,Bowling Green State,1977-11-14,1978
9,Clarkson,1977-11-14,1978
10,Cornell,1977-11-14,1978
10,Colorado College,1977-11-14,1978
1,Denver,1977-11-21,1978
2,Wisconsin,1977-11-21,1978
3,Michigan,1977-11-21,1978
4,Boston University,1977-11-21,1978
5,St. Louis,1977-11-21,1978
6,Minnesota,1977-11-21,1978
6,Bowling Green State,1977-11-21,1978
8,Michigan Tech,1977-11-21,1978
9,Clarkson,1977-11-21,1978
10,Cornell,1977-11-21,1978
1,Denver,1977-11-28,1978
2,Wisconsin,1977-11-28,1978
3,Boston University,1977-11-28,1978
4,Michigan,1977-11-28,1978
5,St. Louis,1977-11-28,1978
6,Clarkson,1977-11-28,1978
6,Michigan Tech,1977-11-28,1978
8,Bowling Green State,1977-11-28,1978
8,Colorado College,1977-11-28,1978
10,Cornell,1977-11-28,1978
1,Denver,1977-12-05,1978
2,Boston University,1977-12-05,1978
3,Michigan,1977-12-05,1978
4,Michigan Tech,1977-12-05,1978
5,Boston College,1977-12-05,1978
6,St. Louis,1977-12-05,1978
7,Wisconsin,1977-12-05,1978
8,Bowling Green State,1977-12-05,1978
9,Clarkson,1977-12-05,1978
10,Brown,1977-12-05,1978
10,Minnesota,1977-12-05,1978
1,Denver,1977-12-12,1978
2,Wisconsin,1977-12-12,1978
3,Boston University,1977-12-12,1978
4,Michigan Tech,1977-12-12,1978
5,Bowling Green State,1977-12-12,1978
6,Boston College,1977-12-12,1978
7,Michigan,1977-12-12,1978
8,Minnesota,1977-12-12,1978
9,St. Louis,1977-12-12,1978
10,Northern Michigan,1977-12-12,1978
1,Denver,1977-12-19,1978
2,Boston University,1977-12-19,1978
3,Wisconsin,1977-12-19,1978
4,Boston College,1977-12-19,1978
5,Michigan Tech,1977-12-19,1978
6,Bowling Green State,1977-12-19,1978
7,Michigan,1977-12-19,1978
8,Minnesota,1977-12-19,1978
9,Clarkson,1977-12-19,1978
10,Northern Michigan,1977-12-19,1978
1,Denver,1978-01-02,1978
2,Wisconsin,1978-01-02,1978
3,Boston University,1978-01-02,1978
4,Boston College,1978-01-02,1978
5,Michigan Tech,1978-01-02,1978
6,Minnesota,1978-01-02,1978
7,Michigan,1978-01-02,1978
8,Clarkson,1978-01-02,1978
9,Bowling Green State,1978-01-02,1978
10,Northern Michigan,1978-01-02,1978
1,Denver,1978-01-09,1978
2,Wisconsin,1978-01-09,1978
3,Boston University,1978-01-09,1978
4,Michigan Tech,1978-01-09,1978
5,Boston College,1978-01-09,1978
6,Bowling Green State,1978-01-09,1978
7,Minnesota,1978-01-09,1978
8,Clarkson,1978-01-09,1978
8,Michigan,1978-01-09,1978
10,Northern Michigan,1978-01-09,1978
1,Boston University,1978-01-16,1978
1,Denver,1978-01-16,1978
1,Wisconsin,1978-01-16,1978
4,Michigan Tech,1978-01-16,1978
5,Minnesota,1978-01-16,1978
6,Bowling Green State,1978-01-16,1978
7,Clarkson,1978-01-16,1978
8,Boston College,1978-01-16,1978
9,Cornell,1978-01-16,1978
10,Brown,1978-01-16,1978
10,Michigan,1978-01-16,1978
1,Boston University,1978-01-23,1978
2,Denver,1978-01-23,1978
3,Wisconsin,1978-01-23,1978
4,Michigan Tech,1978-01-23,1978
5,Bowling Green State,1978-01-23,1978
6,Cornell,1978-01-23,1978
7,Minnesota,1978-01-23,1978
7,Boston College,1978-01-23,1978
9,Clarkson,1978-01-23,1978
10,Northern Michigan,1978-01-23,1978
1,Boston University,1978-01-30,1978
2,Denver,1978-01-30,1978
3,Wisconsin,1978-01-30,1978
4,Michigan Tech,1978-01-30,1978
5,Cornell,1978-01-30,1978
6,Bowling Green State,1978-01-30,1978
7,Minnesota,1978-01-30,1978
7,Clarkson,1978-01-30,1978
9,Boston College,1978-01-30,1978
10,Northern Michigan,1978-01-30,1978
1,Boston University,1978-02-06,1978
1,Denver,1978-02-06,1978
3,Wisconsin,1978-02-06,1978
4,Cornell,1978-02-06,1978
5,Michigan Tech,1978-02-06,1978
6,Minnesota,1978-02-06,1978
7,Boston College,1978-02-06,1978
8,Bowling Green State,1978-02-06,1978
9,Clarkson,1978-02-06,1978
10,St. Louis,1978-02-06,1978
1,Boston University,1978-02-13,1978
1,Denver,1978-02-13,1978
3,Wisconsin,1978-02-13,1978
4,Cornell,1978-02-13,1978
5,Michigan Tech,1978-02-13,1978
6,Bowling Green State,1978-02-13,1978
7,Minnesota,1978-02-13,1978
8,Clarkson,1978-02-13,1978
9,Boston College,1978-02-13,1978
10,St. Louis,1978-02-13,1978
1,Denver,1978-02-20,1978
2,Boston University,1978-02-20,1978
3,Wisconsin,1978-02-20,1978
4,Cornell,1978-02-20,1978
5,Michigan Tech,1978-02-20,1978
6,Bowling Green State,1978-02-20,1978
7,Minnesota,1978-02-20,1978
8,Clarkson,1978-02-20,1978
9,Boston College,1978-02-20,1978
9,Colorado College,1978-02-20,1978
1,Denver,1978-02-27,1978
2,Boston University,1978-02-27,1978
3,Michigan Tech,1978-02-27,1978
4,Wisconsin,1978-02-27,1978
4,Cornell,1978-02-27,1978
6,Bowling Green State,1978-02-27,1978
7,Minnesota,1978-02-27,1978
8,Clarkson,1978-02-27,1978
9,Boston College,1978-02-27,1978
10,Rensselaer,1978-02-27,1978
1,Denver,1978-03-06,1978
2,Boston University,1978-03-06,1978
3,Wisconsin,1978-03-06,1978
4,Michigan Tech,1978-03-06,1978
5,Cornell,1978-03-06,1978
6,Bowling Green State,1978-03-06,1978
7,Minnesota,1978-03-06,1978
8,Clarkson,1978-03-06,1978
9,Rensselaer,1978-03-06,1978
10,Boston College,1978-03-06,1978
1,Minnesota,1978-10-30,1979
2,Boston University,1978-10-30,1979
3,Denver,1978-10-30,1979
3,North Dakota,1978-10-30,1979
5,Wisconsin,1978-10-30,1979
6,Bowling Green State,1978-10-30,1979
7,Boston College,1978-10-30,1979
7,Cornell,1978-10-30,1979
9,Notre Dame,1978-10-30,1979
10,Minnesota Duluth,1978-10-30,1979
1,Minnesota,1978-11-06,1979
2,Boston University,1978-11-06,1979
3,Denver,1978-11-06,1979
4,Minnesota Duluth,1978-11-06,1979
5,Wisconsin,1978-11-06,1979
6,Michigan Tech,1978-11-06,1979
7,Bowling Green State,1978-11-06,1979
8,Notre Dame,1978-11-06,1979
9,Cornell,1978-11-06,1979
10,North Dakota,1978-11-06,1979
10,New Hampshire,1978-11-06,1979
1,Denver,1978-11-13,1979
2,Boston University,1978-11-13,1979
3,Minnesota,1978-11-13,1979
4,North Dakota,1978-11-13,1979
5,Bowling Green State,1978-11-13,1979
6,Notre Dame,1978-11-13,1979
7,Wisconsin,1978-11-13,1979
8,Michigan Tech,1978-11-13,1979
9,Cornell,1978-11-13,1979
10,Minnesota Duluth,1978-11-13,1979
10,New Hampshire,1978-11-13,1979
1,Notre Dame,1978-11-20,1979
2,Denver,1978-11-20,1979
3,Boston University,1978-11-20,1979
4,Bowling Green State,1978-11-20,1979
5,Minnesota,1978-11-20,1979
6,North Dakota,1978-11-20,1979
7,Wisconsin,1978-11-20,1979
7,Michigan Tech,1978-11-20,1979
9,Cornell,1978-11-20,1979
9,Minnesota Duluth,1978-11-20,1979
1,Notre Dame,1978-11-27,1979
2,Boston University,1978-11-27,1979
3,Minnesota,1978-11-27,1979
4,Bowling Green State,1978-11-27,1979
5,Michigan Tech,1978-11-27,1979
6,Denver,1978-11-27,1979
7,Wisconsin,1978-11-27,1979
8,North Dakota,1978-11-27,1979
9,Cornell,1978-11-27,1979
10,Providence,1978-11-27,1979
1,Minnesota,1978-12-04,1979
2,Boston University,1978-12-04,1979
3,Notre Dame,1978-12-04,1979
4,Bowling Green State,1978-12-04,1979
5,Michigan Tech,1978-12-04,1979
6,North Dakota,1978-12-04,1979
7,Wisconsin,1978-12-04,1979
8,Vermont,1978-12-04,1979
8,Providence,1978-12-04,1979
10,Cornell,1978-12-04,1979
1,Minnesota,1978-12-11,1979
2,Boston University,1978-12-11,1979
3,Notre Dame,1978-12-11,1979
4,Bowling Green State,1978-12-11,1979
5,North Dakota,1978-12-11,1979
6,Wisconsin,1978-12-11,1979
7,Minnesota Duluth,1978-12-11,1979
8,Vermont,1978-12-11,1979
9,Ohio State,1978-12-11,1979
9,Michigan Tech,1978-12-11,1979
1,Minnesota,1978-12-18,1979
2,Boston University,1978-12-18,1979
3,Notre Dame,1978-12-18,1979
4,North Dakota,1978-12-18,1979
5,Bowling Green State,1978-12-18,1979
6,Wisconsin,1978-12-18,1979
7,Minnesota Duluth,1978-12-18,1979
8,Michigan Tech,1978-12-18,1979
9,Ohio State,1978-12-18,1979
10,Rensselaer,1978-12-18,1979
1,Minnesota,1979-01-08,1979
2,North Dakota,1979-01-08,1979
3,Bowling Green State,1979-01-08,1979
4,Boston University,1979-01-08,1979
5,Cornell,1979-01-08,1979
6,Wisconsin,1979-01-08,1979
7,Michigan Tech,1979-01-08,1979
8,Minnesota Duluth,1979-01-08,1979
9,Vermont,1979-01-08,1979
10,Notre Dame,1979-01-08,1979
1,Bowling Green State,1979-01-15,1979
2,Minnesota,1979-01-15,1979
3,North Dakota,1979-01-15,1979
4,Minnesota Duluth,1979-01-15,1979
4,Cornell,1979-01-15,1979
6,Wisconsin,1979-01-15,1979
7,Boston University,1979-01-15,1979
8,Michigan Tech,1979-01-15,1979
9,Dartmouth,1979-01-15,1979
10,New Hampshire,1979-01-15,1979
1,Bowling Green State,1979-01-22,1979
2,North Dakota,1979-01-22,1979
3,Minnesota,1979-01-22,1979
4,Minnesota Duluth,1979-01-22,1979
5,Boston University,1979-01-22,1979
6,Dartmouth,1979-01-22,1979
7,Wisconsin,1979-01-22,1979
8,Michigan Tech,1979-01-22,1979
9,Ohio State,1979-01-22,1979
10,New Hampshire,1979-01-22,1979
10,Vermont,1979-01-22,1979
10,Cornell,1979-01-22,1979
1,Minnesota Duluth,1979-01-29,1979
2,North Dakota,1979-01-29,1979
3,Bowling Green State,1979-01-29,1979
4,Boston University,1979-01-29,1979
5,Minnesota,1979-01-29,1979
6,Dartmouth,1979-01-29,1979
7,Wisconsin,1979-01-29,1979
8,New Hampshire,1979-01-29,1979
9,Michigan Tech,1979-01-29,1979
10,Notre Dame,1979-01-29,1979
10,Cornell,1979-01-29,1979
1,Minnesota Duluth,1979-02-05,1979
2,North Dakota,1979-02-05,1979
3,Bowling Green State,1979-02-05,1979
4,Boston University,1979-02-05,1979
5,Minnesota,1979-02-05,1979
6,Wisconsin,1979-02-05,1979
7,New Hampshire,1979-02-05,1979
8,Michigan Tech,1979-02-05,1979
9,Dartmouth,1979-02-05,1979
10,Ohio State,1979-02-05,1979
1,North Dakota,1979-02-12,1979
2,Minnesota,1979-02-12,1979
3,Bowling Green State,1979-02-12,1979
4,Boston University,1979-02-12,1979
5,Minnesota Duluth,1979-02-12,1979
6,New Hampshire,1979-02-12,1979
7,Notre Dame,1979-02-12,1979
8,Wisconsin,1979-02-12,1979
9,Cornell,1979-02-12,1979
10,Ohio State,1979-02-12,1979
1,North Dakota,1979-02-19,1979
2,Bowling Green State,1979-02-19,1979
3,Boston University,1979-02-19,1979
4,Notre Dame,1979-02-19,1979
5,Minnesota,1979-02-19,1979
6,Minnesota Duluth,1979-02-19,1979
7,New Hampshire,1979-02-19,1979
8,Wisconsin,1979-02-19,1979
9,Cornell,1979-02-19,1979
10,Ohio State,1979-02-19,1979
1,North Dakota,1979-02-26,1979
2,Bowling Green State,1979-02-26,1979
3,Minnesota,1979-02-26,1979
3,Boston University,1979-02-26,1979
5,Wisconsin,1979-02-26,1979
5,Minnesota Duluth,1979-02-26,1979
7,New Hampshire,1979-02-26,1979
8,Cornell,1979-02-26,1979
9,Notre Dame,1979-02-26,1979
10,Ohio State,1979-02-26,1979
1,North Dakota,1979-03-05,1979
2,Bowling Green State,1979-03-05,1979
3,Minnesota,1979-03-05,1979
4,Boston University,1979-03-05,1979
5,New Hampshire,1979-03-05,1979
6,Minnesota Duluth,1979-03-05,1979
7,Wisconsin,1979-03-05,1979
8,Cornell,1979-03-05,1979
9,Ohio State,1979-03-05,1979
10,Dartmouth,1979-03-05,1979
1,Minnesota,1979-10-29,1980
2,Denver,1979-10-29,1980
3,North Dakota,1979-10-29,1980
4,Cornell,1979-10-29,1980
5,Wisconsin,1979-10-29,1980
6,Michigan,1979-10-29,1980
7,Michigan Tech,1979-10-29,1980
8,Ohio State,1979-10-29,1980
9,Boston University,1979-10-29,1980
10,Bowling Green State,1979-10-29,1980
10,New Hampshire,1979-10-29,1980
1,Michigan,1979-11-05,1980
2,Cornell,1979-11-05,1980
3,Colorado College,1979-11-05,1980
4,North Dakota,1979-11-05,1980
5,Notre Dame,1979-11-05,1980
6,Michigan Tech,1979-11-05,1980
7,Boston University,1979-11-05,1980
8,Wisconsin,1979-11-05,1980
9,Minnesota,1979-11-05,1980
9,Ohio State,1979-11-05,1980
1,Michigan,1979-11-12,1980
2,North Dakota,1979-11-12,1980
3,Cornell,1979-11-12,1980
4,Minnesota,1979-11-12,1980
5,Notre Dame,1979-11-12,1980
6,Michigan Tech,1979-11-12,1980
7,Boston University,1979-11-12,1980
8,Wisconsin,1979-11-12,1980
9,Northern Michigan,1979-11-12,1980
9,New Hampshire,1979-11-12,1980
9,Providence,1979-11-12,1980
1,North Dakota,1979-11-19,1980
2,Wisconsin,1979-11-19,1980
3,Cornell,1979-11-19,1980
4,Minnesota,1979-11-19,1980
5,Michigan,1979-11-19,1980
5,Boston University,1979-11-19,1980
7,Northern Michigan,1979-11-19,1980
8,Michigan Tech,1979-11-19,1980
9,Notre Dame,1979-11-19,1980
10,Clarkson,1979-11-19,1980
1,Minnesota,1979-11-26,1980
2,North Dakota,1979-11-26,1980
3,Michigan,1979-11-26,1980
4,Boston University,1979-11-26,1980
5,Northern Michigan,1979-11-26,1980
6,Notre Dame,1979-11-26,1980
7,Wisconsin,1979-11-26,1980
8,New Hampshire,1979-11-26,1980
9,Michigan Tech,1979-11-26,1980
10,Cornell,1979-11-26,1980
10,Ohio State,1979-11-26,1980
1,North Dakota,1979-12-03,1980
2,Northern Michigan,1979-12-03,1980
3,Michigan,1979-12-03,1980
4,Minnesota,1979-12-03,1980
5,Michigan Tech,1979-12-03,1980
6,Boston University,1979-12-03,1980
7,Clarkson,1979-12-03,1980
8,Wisconsin,1979-12-03,1980
9,New Hampshire,1979-12-03,1980
10,Notre Dame,1979-12-03,1980
1,North Dakota,1979-12-10,1980
2,Minnesota,1979-12-10,1980
3,Northern Michigan,1979-12-10,1980
4,Michigan,1979-12-10,1980
5,Boston College,1979-12-10,1980
6,New Hampshire,1979-12-10,1980
7,Michigan Tech,1979-12-10,1980
8,Wisconsin,1979-12-10,1980
9,Boston University,1979-12-10,1980
10,Clarkson,1979-12-10,1980
1,North Dakota,1979-12-17,1980
2,Northern Michigan,1979-12-17,1980
3,Michigan,1979-12-17,1980
4,Minnesota,1979-12-17,1980
5,Clarkson,1979-12-17,1980
6,Wisconsin,1979-12-17,1980
7,Michigan Tech,1979-12-17,1980
8,Boston College,1979-12-17,1980
9,Ohio State,1979-12-17,1980
10,New Hampshire,1979-12-17,1980
10,Notre Dame,1979-12-17,1980
1,Northern Michigan,1980-01-07,1980
2,North Dakota,1980-01-07,1980
3,Michigan,1980-01-07,1980
4,Clarkson,1980-01-07,1980
5,Michigan Tech,1980-01-07,1980
6,Colorado College,1980-01-07,1980
7,Boston University,1980-01-07,1980
8,Boston College,1980-01-07,1980
9,Minnesota,1980-01-07,1980
10,Wisconsin,1980-01-07,1980
10,Ohio State,1980-01-07,1980
1,Northern Michigan,1980-01-14,1980
2,North Dakota,1980-01-14,1980
3,Michigan,1980-01-14,1980
4,Boston College,1980-01-14,1980
5,Clarkson,1980-01-14,1980
6,Wisconsin,1980-01-14,1980
7,Colorado College,1980-01-14,1980
8,Providence,1980-01-14,1980
9,Minnesota,1980-01-14,1980
10,Michigan Tech,1980-01-14,1980
1,Northern Michigan,1980-01-21,1980
2,North Dakota,1980-01-21,1980
3,Michigan,1980-01-21,1980
4,Boston College,1980-01-21,1980
5,Minnesota,1980-01-21,1980
6,Michigan Tech,1980-01-21,1980
7,Vermont,1980-01-21,1980
8,Clarkson,1980-01-21,1980
9,Providence,1980-01-21,1980
9,Ohio State,1980-01-21,1980
1,Northern Michigan,1980-01-28,1980
2,North Dakota,1980-01-28,1980
3,Boston College,1980-01-28,1980
4,Michigan,1980-01-28,1980
5,Minnesota,1980-01-28,1980
6,Clarkson,1980-01-28,1980
7,Notre Dame,1980-01-28,1980
8,Ohio State,1980-01-28,1980
9,Vermont,1980-01-28,1980
9,Providence,1980-01-28,1980
1,Northern Michigan,1980-02-04,1980
2,North Dakota,1980-02-04,1980
3,Boston College,1980-02-04,1980
4,Michigan,1980-02-04,1980
5,Providence,1980-02-04,1980
6,Minnesota,1980-02-04,1980
7,Notre Dame,1980-02-04,1980
8,Ohio State,1980-02-04,1980
9,Michigan Tech,1980-02-04,1980
10,Vermont,1980-02-04,1980
1,Northern Michigan,1980-02-11,1980
2,North Dakota,1980-02-11,1980
3,Boston College,1980-02-11,1980
4,Michigan,1980-02-11,1980
5,Minnesota,1980-02-11,1980
6,Providence,1980-02-11,1980
7,Vermont,1980-02-11,1980
8,Ohio State,1980-02-11,1980
9,Dartmouth,1980-02-11,1980
10,Clarkson,1980-02-11,1980
1,Northern Michigan,1980-02-18,1980
2,North Dakota,1980-02-18,1980
3,Boston College,1980-02-18,1980
4,Providence,1980-02-18,1980
5,Michigan,1980-02-18,1980
6,Minnesota,1980-02-18,1980
7,Dartmouth,1980-02-18,1980
8,Ohio State,1980-02-18,1980
9,Vermont,1980-02-18,1980
10,Notre Dame,1980-02-18,1980
1,North Dakota,1980-02-25,1980
2,Northern Michigan,1980-02-25,1980
3,Boston College,1980-02-25,1980
4,Minnesota,1980-02-25,1980
5,Providence,1980-02-25,1980
6,Michigan,1980-02-25,1980
7,Dartmouth,1980-02-25,1980
8,Ohio State,1980-02-25,1980
9,Notre Dame,1980-02-25,1980
10,Vermont,1980-02-25,1980
1,North Dakota,1980-03-03,1980
2,Northern Michigan,1980-03-03,1980
3,Boston College,1980-03-03,1980
4,Minnesota,1980-03-03,1980
5,Providence,1980-03-03,1980
6,Michigan,1980-03-03,1980
7,Dartmouth,1980-03-03,1980
8,Ohio State,1980-03-03,1980
9,Colorado College,1980-03-03,1980
10,Vermont,1980-03-03,1980
1,Minnesota,1980-10-27,1981
2,Michigan Tech,1980-10-27,1981
3,Providence,1980-10-27,1981
4,Boston College,1980-10-27,1981
5,Wisconsin,1980-10-27,1981
6,North Dakota,1980-10-27,1981
7,Northern Michigan,1980-10-27,1981
8,Michigan,1980-10-27,1981
9,Denver,1980-10-27,1981
9,Minnesota Duluth,1980-10-27,1981
1,Minnesota,1980-11-03,1981
2,Wisconsin,1980-11-03,1981
3,Providence,1980-11-03,1981
4,North Dakota,1980-11-03,1981
4,Michigan Tech,1980-11-03,1981
6,Denver,1980-11-03,1981
6,Boston College,1980-11-03,1981
8,Minnesota Duluth,1980-11-03,1981
8,Ferris State,1980-11-03,1981
10,Notre Dame,1980-11-03,1981
1,Minnesota,1980-11-10,1981
2,Wisconsin,1980-11-10,1981
3,Boston College,1980-11-10,1981
4,Providence,1980-11-10,1981
5,Michigan Tech,1980-11-10,1981
6,Denver,1980-11-10,1981
7,North Dakota,1980-11-10,1981
8,Notre Dame,1980-11-10,1981
9,Minnesota Duluth,1980-11-10,1981
10,Northern Michigan,1980-11-10,1981
1,Denver,1980-11-17,1981
2,Wisconsin,1980-11-17,1981
3,Boston College,1980-11-17,1981
4,Minnesota Duluth,1980-11-17,1981
5,Providence,1980-11-17,1981
6,Minnesota,1980-11-17,1981
7,Michigan Tech,1980-11-17,1981
8,North Dakota,1980-11-17,1981
9,Notre Dame,1980-11-17,1981
10,New Hampshire,1980-11-17,1981
1,Minnesota,1980-11-24,1981
1,Minnesota Duluth,1980-11-24,1981
3,Boston College,1980-11-24,1981
4,Michigan Tech,1980-11-24,1981
5,Wisconsin,1980-11-24,1981
6,North Dakota,1980-11-24,1981
7,Denver,1980-11-24,1981
8,New Hampshire,1980-11-24,1981
9,Providence,1980-11-24,1981
10,Michigan,1980-11-24,1981
1,Boston College,1980-12-01,1981
2,Minnesota,1980-12-01,1981
3,Wisconsin,1980-12-01,1981
4,North Dakota,1980-12-01,1981
5,Denver,1980-12-01,1981
6,Michigan Tech,1980-12-01,1981
7,Minnesota Duluth,1980-12-01,1981
7,Michigan,1980-12-01,1981
9,New Hampshire,1980-12-01,1981
